,Unnamed: 0,word_us,word_length,n_phon,nonword,n_phon_nw,ipa_words,ipa_nonwords,ipa_words_shuffle_0,ipa_nonwords_shuffle_0,ipa_words_shuffle_1,ipa_nonwords_shuffle_1,ipa_words_shuffle_2,ipa_nonwords_shuffle_2,ipa_words_shuffle_3,ipa_nonwords_shuffle_3,ipa_words_shuffle_4,ipa_nonwords_shuffle_4
1874,1874,consume,7,6,comsame,6,kənsuːm,kəmseɪm,nkəusmː,kesəmɪm,əːnksmu,əekɪmms,nksəumː,əkemsɪm,ːkuəmsn,əesmkmɪ,ksuəːmn,mmɪkəes
1875,1875,consummation,12,10,consarmitive,11,kɑːnsəmeɪʃən,kənsɑːɹmᵻtɪv,eməɪnːəkɑnʃs,ɹᵻvɑnɪməkːst,nksɪʃɑəmːnəe,sːntməvɑkɪɹᵻ,ɪneʃəməːɑskn,mɪnːkɹtᵻɑəvs,snʃmɪenɑːəkə,ɑɪmːəvsɹktᵻn,əeɪnʃkɑmsənː,ᵻmsəɪɹɑːnkvt
1876,1876,consumption,11,10,consimptive,10,kənsʌmpʃən,kənsɪmptɪv,ʃsmənəʌnpk,nkstvməɪɪp,sənʌmkʃnpə,mɪnpəkɪsvt,əspəʌʃmknn,ɪvnkptsəmɪ,məpʃsəknʌn,smtəɪkɪpvn,əsʌnʃmənkp,mvsɪɪptkən
1877,1877,contact,7,7,comtart,7,kɑːntækt,kəmtɑːɹt,æntkɑːtk,ɑːkəɹtmt,kntkæːɑt,mɹtːtkɑə,tætknkːɑ,ɑkmɹtːət,ætːkɑntk,mtːkəɹɑt,ktntɑækː,mːɹɑtkət
1878,1878,contain,7,6,comdain,6,kənteɪn,kəmdeɪn,tɪkənne,kmnedɪə,ətɪnken,eɪmkndə,tnnəekɪ,nmekədɪ,nɪntəke,ɪdeəmkn,etnɪənk,əmedɪnk
1879,1879,contaminate,11,10,contatigate,10,kəntæmᵻneɪt,kəntæɾᵻɡeɪt,mttɪekənᵻnæ,ktætɾᵻɪeɡnə,tᵻnemtəɪænk,kəɪɡtɾtæᵻne,neæəᵻkɪmntt,ɾæɡttəᵻɪken,tænkᵻtmnɪeə,ɾɡekənɪttæᵻ,nnkmetætəᵻɪ,ɾkenᵻtɡɪtæə
1880,1880,contemplate,11,10,contimplace,10,kɑːntəmpleɪt,kəntɪmpleɪs,ttpknɪləːɑem,ɪpenəksmɪtl,tkːɑlmnpəɪte,ɪmpeɪtslkən,etpnktɑlɪməː,npəsmetɪkɪl,lːkpnmtɪɑtəe,esnməpɪltkɪ,nɪletmːptɑkə,teksnməplɪɪ
1881,1881,contemplation,13,12,contendrative,12,kɑːntəmpleɪʃən,kəntɛndɹətɪv,nːpmənəʃleɪktɑ,ɹnkətndtɛəɪv,ʃtlneɪəəɑnːkpm,ntkɪəvɛdɹntə,ɑəʃteplknnːmɪə,ɛvədnɹkɪtənt,eːpnʃɑkəmətnɪl,təvɹəɛdkɪntn,lʃnətnːməekɑɪp,knəɛtɪədtvnɹ
1882,1882,contemporary,12,12,contempuramy,12,kəntɛmpɚɹɛɹi,kəntɛmpjʊɹɹæmi,əɹiɛɹɚpnɛtkm,ɹkmnæəptʊmɹjɛi,əkmtpɹɛiɚɛnɹ,æɹjikpɛmmɹntəʊ,kɹitəɚɹnpɛɛm,pɛɹʊmtəkjæmniɹ,ɹnmɹiɛɚpktɛə,ɹiʊɛmtpɹnæjkəm,nmɹpkitɛɛəɚɹ,mmkʊəɹɹtpjnɛiæ
1883,1883,contempt,8,8,comteres,7,kəntɛmpt,kəmtɜːz,ptnəɛkmt,ːəɜktzm,tmnɛəpkt,ɜətzːmk,nmtptkɛə,ːɜktmzə,mɛtkpətn,kəɜmztː,tnpktməɛ,mzktːəɜ
1884,1884,contemptuous,12,11,contimptious,12,kəntɛmptʃuːəs,kəntɪmpʃəs,tɛmtəsʃpəːkun,əʃsnɪpəmkt,ntpːmsʃuətkəɛ,təpɪʃəksnm,nətkstəːupɛmʃ,spmtəəʃɪkn,ktsnmpəʃəutɛː,ɪtəsmʃəpnk,mtʃːskuɛpətnə,ʃsətnɪmpkə
1885,1885,contend,7,7,comterd,7,kəntɛnd,kəmtɜːd,kətnnɛd,əɜdtkmː,nkntɛəd,əktːmɜd,ndntkəɛ,mɜkətːd,tnkdnɛə,mːɜdkət,dɛktnnə,məktːɜd
1886,1886,content,7,7,comtant,7,kɑːntɛnt,kəmtænt,ntɑktːɛn,tæətnmk,ɛnktntːɑ,məknætt,nnɛːttkɑ,təæmntk,tnɛnɑkːt,əkmtnæt,nɛkttɑnː,tnkəætm
1887,1887,contented,9,9,conpinted,9,kəntɛntᵻd,kənpɪntᵻd,nndkətɛᵻt,əndtᵻnɪkp,dknᵻɛətnt,ənkpᵻdtɪn,ᵻntktdnəɛ,pnətkɪdnᵻ,nkᵻdəɛttn,pdᵻtnɪkən,ətᵻktnndɛ,ᵻkdpəɪntn
1888,1888,contest,7,7,comtist,7,kɑːntɛst,kəmtɪst,kːtɛnɑst,ɪttəskm,ɑsnttkːɛ,əmɪtkts,tkːtsɑɛn,ttkəsɪm,ɑtnɛskːt,tmɪksət,ːsɛɑtknt,ɪstktmə
1889,1889,context,7,8,comteon,7,kɑːntɛkst,kɑːmtɪən,stɛːɑtknk,ɑəmɪntːk,tksnɛkɑtː,ɪtɑːknmə,tnkɛːɑkts,ənɑːmɪtk,ɑːktɛkstn,ɑəɪmnktː,ntsɛkkɑːt,mtɑəkːnɪ
1890,1890,continent,9,9,contonint,9,kɑːntɪnənt,kəntɑːnɪnt,ntːəkntɪɑn,ɑtnkːɪnənt,tənnkɑnːtɪ,ttkənnnːɪɑ,nnkɪttəɑnː,əːkɪttɑnnn,ɪnətktnɑːn,tnənɑkːtnɪ,tɑɪnːnkənt,ːɪntəɑnntk
1891,1891,continental,11,11,contonindal,11,kɑːntɪnɛntəl,kəntɑːnɪndəl,ɛnklətnnːtɑɪ,nəːldnkɑtɪnə,ɛːnlɑəɪnktnt,ləːɑntəknɪdn,ltnkntɛɑənːɪ,ɑənntlnɪəkdː,knlɛɑːənttɪn,ɪlɑːnktdnəən,əɛlːtnnɑtknɪ,kənɑɪətnːdnl
1892,1892,contingency,11,11,contargelry,10,kəntɪndʒənsi,kəntɑːɹdʒəlɹi,nədtknnʒiɪsə,əidlɹkɹntɑʒəː,nɪtsnnʒkəəid,dːnltɹkəʒiəɹɑ,diɪnsənʒnəkt,ʒnɑɹkəəːtlɹid,nsədɪniʒənkt,ndkɹəːtɹəilɑʒ,nənsinɪədʒkt,kədːəlɑɹintɹʒ
1893,1893,continual,9,10,contonuan,10,kəntɪnjuːəl,kəntɑːnuːən,kuntːjlnəəɪ,knːɑənəːtun,əjənnɪːtulk,tənkːɑunənː,kənəuːnlɪtj,ɑnnəəːutnːk,ɪjkəlnətuːn,ɑənkːːnntəu,jɪlːnuətəkn,uənːnnətːɑk
1894,1894,continuation,12,12,continoatoon,11,kəntɪnjuːeɪʃən,kəntɪnoʊtuːn,knʃɪəuənɪntːje,ntnonɪəːukʊt,nɪnjːukneəətʃɪ,noknnʊuəttɪː,kjunəɪɪenːtəʃn,ounɪnnttkʊəː,ɪəenːʃuɪnnkəjt,unɪəːʊonnktt,əɪtəeuːnnkɪnjʃ,kttnuɪəoːnnʊ
1895,1895,continue,8,8,contonue,8,kəntɪnjuː,kəntɑːnuː,jnkuɪənːt,ɑkːnuətnː,jɪknnətːu,ːnuːktɑən,nnjɪutəːk,ətnuːːkɑn,uːəknjntɪ,ːnunɑːktə,njtəːunɪk,ənɑːtnːku
1896,1896,continuity,10,11,contanuify,11,kɑːntɪnjuːᵻɾi,kɑːntɐnuːᵻfaɪ,itnɑnɪkːuɾjᵻː,kaɐᵻnfuːɑːɪnt,unjːniᵻkɑɾːɪt,ɪᵻɐfutɑknnaːː,nikɪːuɾːnjtᵻɑ,ᵻtnnuːːɐakɑfɪ,nᵻɾikuːnːjɑɪt,ᵻɑːufnːntɐakɪ,niᵻutːɑnːjɾkɪ,ɑtaunfɪᵻːːknɐ
1897,1897,continuous,10,10,contopuous,10,kəntɪnjuːəs,kəntɑːpjuːəs,ənknəjɪsːut,nəpjːsɑːuətk,nnɪktjusəːə,uptəsːknːəjɑ,ːjtɪunənəks,pɑuətnsːəːjk,əətsnnujɪkː,ətuəjɑnpːːsk,kɪːtnnəujəs,əːpsjntkəuɑː
1898,1898,contour,7,6,comgoor,6,kɑːntʊɹ,kəmɡɔːɹ,ʊɹtnɑːk,ɹməkɔɡː,kɑːntʊɹ,mɹːɔɡək,ɹɑʊknːt,ɹːɡməɔk,ɑɹʊntkː,mɔːɡɹək,ɑtnʊkɹː,ɹɡkəmɔː
1899,1899,contraband,10,10,controbind,10,kɑːntɹəbænd,kɑːntɹəbaɪnd,næədnbɹɑːkt,ːɪtbkanɑdɹnə,ənænbdɹtɑːk,nkdtːɑəaɪɹnb,ktnɹːndæɑbə,ktanːɑɹdnɪbə,nːdəɑtnkæbɹ,nɑɹdːtaknbɪə,tnæəːkbɹɑdn,nktdːɪɹanɑbə
1900,1900,contraception,13,12,conturcintive,12,kɑːntɹəsɛpʃən,kɑːntɚsɪntɪv,tkɹəəɛɑʃpnnsː,tsːɪɚvntnɑɪk,əəɑːʃɛnɹksnpt,sɪnɪvkɑttːɚn,ɑəpsnːənɛɹʃkt,ksɪvnɑntːɚtɪ,nnpəɛːəɑɹsktʃ,kɪɑvnɚtɪːtsn,ɛpkɹːɑʃnntsəə,vːɑntnɪkɪsɚt
1901,1901,contract,8,8,comtrape,7,kɑːntɹækt,kəmtɹeɪp,kænɹkːtɑt,kmɪeətɹp,næktɹtːɑk,ktɹpeɪəm,nːktæɹkɑt,kɪetɹəmp,kttnkɹæɑː,mɪɹəkpte,kkːɹtnætɑ,mɹtepkɪə
1902,1902,contraction,11,10,contrictoon,10,kəntɹækʃən,kɑːntɹɪktuːn,əknænkʃəɹt,ɹɪtnnɑuːktːk,knəæətɹnkʃ,tɑnuknɪːkːɹt,ɹʃətkkənnæ,nnutɪkkɹtːːɑ,nnkʃəɹkəæt,tɑkːnnkɹtuɪː,ktnəɹnækəʃ,nɪkkuɹːnːɑtt
1903,1903,contractor,10,10,contrapton,10,kəntɹæktɚ,kɑːntɹətɑːn,nɚtæɹtəkk,nɹəːɑnkɑttː,tɹɚkætnək,tnkɑtɑɹːənː,tænəɹktkɚ,tɑːːkɑnəɹtn,kɚɹknəttæ,təɑːɑːknɹtn,ɹktɚtæəkn,ːnəntːɑtɹɑk
1904,1904,contradict,10,10,controdirt,10,kɑːntɹədɪkt,kɑːntɹədɜːt,ːktɹkɪɑnədt,kɜnɹtɑdtːəː,kːndɪətɹtɑk,əɑndktɜːtɹː,kkɑɹtɪdəntː,ɜɑːkːdtətnɹ,tɪɹnədktːkɑ,kːɜtdtɑɹnːə,kɪətːɹkdɑnt,tɹːəɜkːtdnɑ
1905,1905,contrary,8,8,contrody,8,kɑːntɹɛɹi,kɑːntɹədi,inɑɹɹɛktː,ːɑtədɹkin,ːɑɛkɹɹnti,nɹtɑəːdik,nɛiɹɑɹːkt,kɑitəːndɹ,ɑinkɛtɹːɹ,ktɹnːidəɑ,nɹɑɹkːtiɛ,kiəndɑɹːt
1906,1906,contrast,8,8,cantroost,8,kɑːntɹæst,kæntɹuːst,æksɹnɑtːt,tunæktɹsː,ɹtskæɑtːn,tsnːkutæɹ,ɑnsːɹtætk,ɹutːætskn,nɑættkːsɹ,ttkːænuɹs,ːtɹætksnɑ,utɹsnækːt
1907,1907,contribute,10,10,controbate,9,kəntɹɪbjuːt,kɑːntɹəbeɪt,tbnːəjɹkɪut,ktbɹtɪɑeəːn,kːəɹbtjutnɪ,ːtnəɪɹebkɑt,əɹtnːbjtkuɪ,tnɪtəbeɑɹkː,əbjttːkɪnɹu,eɑətːtɹkɪbn,jtəɪːntkuɹb,ɹːnɪɑbtktəe
1908,1908,contribution,12,12,contronutive,12,kɑːntɹɪbjuːʃən,kɑːntɹənuːɾɪv,tukbʃəːɪnnjɹɑː,knɾvɹɪːtəːnɑu,ːtəɑʃɪɹːnbnkju,ːtkɪuəvːɹɾnnɑ,bnkɪːətʃːɑunɹj,vkɪɾɹnnːtuəːɑ,nːɑkɪnʃəjtbːuɹ,ɾəɪːtkvɑuːnnɹ,ɪːnːjʃnəkɑuɹbt,uɑnnvkɪɾɹːtːə
1909,1909,contributor,11,12,conterbitar,10,kəntɹɪbjuːɾɚ,kəntɜːbɪɾɚ,əjtɹuɾːɚɪbnk,ɾbɜːətɪknɚ,ɪtnɹɾkjəbːɚu,ɚːtənbɪkɜɾ,ɚətuɾɹbːɪjnk,nːɪəktɾɜbɚ,ɚbkjətːɾuɹɪn,ɪkɜɚəɾbːnt,ɹtɪbnuəkɾɚjː,ɜbɚɪːtɾəkn
1910,1910,control,7,7,comtrel,7,kəntɹoʊl,kəmtɹɛl,əlkʊɹtno,kləmɛtɹ,əoltɹnkʊ,ɹəltmkɛ,tlnkɹʊəo,mlɹtkɛə,təloʊnɹk,mɹtləkɛ,koəʊlɹnt,ɹlɛktəm
1911,1911,controversial,13,12,contervinlial,12,kɑːntɹəvɜːʃəl,kɑːntɚvɪnlɪəl,ɑɜəvəʃːːnɹtlk,nɚtklːɪlɑɪənv,vlːɑːntʃkɜɹəə,lvnɪɚɑtɪlnkəː,tːknəɑʃːɹɜləv,ɪvːlɚɑnəkɪlnt,təvːəkɜːʃlɹnɑ,ɚlkvɪəɑltnːnɪ,əɑlʃtnːɹːɜkəv,ɚɪɑɪnntlləːkv
1912,1912,controversy,11,11,contarvisty,11,kɑːntɹəvɜːsi,kəntɑːɹvɪsti,vəiɑːɹknːstɜ,ɪətvtɑːisnkɹ,ɹktɑɜsːnivːə,iɑəɹknɪːvtst,ːknɜsiɑtːɹəv,ɪttəɹkɑisvːn,kvːɑnsːɜəɹti,ɹːktsɑəvitnɪ,tinvɑɜɹksːəː,ːɑtnisɹɪəkvt
1913,1913,convenience,11,10,convanierce,9,kənviːnɪəns,kənvænɪɹs,ənvniəsɪnːk,sɪvəknnɹæ,ivəɪsːnəknn,ksnvɹæənɪ,ːvkəsnnəiɪn,əskɪnnɹvæ,niəkvsnənɪː,ɹæɪknvəsn,sivəknːnənɪ,ɹnnæskɪvə
1914,1914,convent,7,7,comdent,7,kɑːnvənt,kəmdɛnt,təvɑnkːn,əkmtdɛn,əɑnvːntk,dətɛknm,ːvntɑnək,dnktmɛə,ɑːtnvənk,mnətɛdk,ɑtnknːəv,ətmdnɛk
1915,1915,convention,10,9,convintive,9,kənvɛnʃən,kənvɪntɪv,əkʃənvɛnn,əvɪɪvnknt,vnənʃɛəkn,əkɪnɪnvtv,nənəkɛʃvn,tnɪɪvvknə,ʃəənɛkvnn,kɪnnvvɪət,nkvnʃɛəən,kvnvnɪɪtə
1916,1916,converge,8,7,comterge,7,kənvɜːdʒ,kəmtɜːdʒ,nːəkvɜdʒ,kʒːmtɜəd,dnəːɜkʒv,tɜəʒdkmː,dɜkəʒːvn,ːkəɜdmʒt,ɜnːvəʒdk,ʒkːtəɜmd,ɜvknːdʒə,mːətdɜʒk
1917,1917,conversation,12,11,conferbamive,11,kɑːnvɚseɪʃən,kənfɜːbɐmɪv,ːnəɚkʃvnɑsɪe,fɜəmkɐbnvɪː,ːʃəɪeɑnvknsɚ,fɜmvbəːnɐɪk,vːnəɑeɪksnʃɚ,bnɐɪːəɜfmkv,ensɑəʃnɚvːkɪ,ɐɜfbknɪmːvə,ɚɑnvːnʃseəkɪ,fkɪɜːbvmɐən
1918,1918,converse,8,7,comterse,7,kɑːnvɜːs,kəmtɜːs,ɑɜːnːvsk,ːɜətkms,kɜvːnsɑː,əskːɜmt,kːsɑɜvnː,səɜmːkt,kɜːɑːvns,kəːtsɜm,nːvksɜɑː,smːtɜkə
1919,1919,conversion,10,9,convorsoon,9,kənvɜːʒən,kɑːnvɔːɹsuːn,əənnɜvkʒː,kɔɹnːɑːusvːn,ɜnːənʒəvk,uɑvɹːkɔnːsnː,ːənɜnəvkʒ,ɔːunnkːsːɹɑv,əkənɜʒːnv,ɹːːkvuɑɔːnns,ənkɜənvːʒ,kɑnɹvɔsːːunː
1920,1920,convert,7,7,comvart,7,kənvɜːt,kəmvɑːɹt,vɜkːntə,mkəːvɹɑt,ənːktɜv,əɹɑktmːv,ːvkəntɜ,mɑvɹtəkː,vɜːəntk,ɹvtəkːmɑ,təvknːɜ,ɑəvmːktɹ
1921,1921,convertible,11,11,conmechibly,10,kənvɜːɾᵻbəl,kɑːnmɪtʃᵻbli,kᵻɜvənbɾəːl,itʃmᵻbnːɑlɪk,lvɜkᵻbəːɾnə,lʃinkmtbːɪɑᵻ,vənᵻlːkɜəɾb,ːltɪknᵻmbɑiʃ,lkbvəɜᵻəɾnː,nᵻiːlʃmtɑɪkb,vkᵻːləɜɾənb,ɑʃibnɪltkmːᵻ
1922,1922,convex,6,7,comdix,7,kɑːnvɛks,kəmdɪks,ksnkːɛvɑ,dkməɪsk,ɑkvknːɛs,dəmɪskk,kɛvːknɑs,dksməɪk,vkɛːskɑn,sdəɪmkk,ːɛsknvkɑ,kədɪmks
1923,1923,convey,6,5,comlay,5,kənveɪ,kəmleɪ,evnɪək,eɪəlmk,ɪevknə,kɪmleə,eɪəkvn,eməlkɪ,nəevkɪ,ekləɪm,eɪnkvə,kəlɪme
1924,1924,convict,7,7,comvact,7,kɑːnvɪkt,kəmvækt,ːkvkɪɑtn,æmtvəkk,nɑːktɪkv,tməvkkæ,knːɪktvɑ,mkævtkə,vkɪtnːkɑ,tvəmkkæ,tnvɑkkɪː,ækmvkət
1925,1925,conviction,10,9,convintoon,9,kənvɪkʃən,kɑːnvɪntuːn,əkəvkɪnʃn,kɪutːnɑnːnv,ʃvnkɪnəək,vːknːnɑuntɪ,nənkəvʃɪk,knvɑnːːtunɪ,ɪəʃnəknvk,tɪːknvuɑnnː,kəɪənknʃv,vnːtnunɑɪːk
1926,1926,convince,8,7,comtance,7,kənvɪns,kəmtæns,əɪnnskv,nmətskæ,nvnksəɪ,tæsəmnk,vɪnənsk,ktəsænm,kəvsnnɪ,ætmsnək,əsknnɪv,kətæmsn
1927,1927,convoy,6,5,comvom,6,kɑːnvɔɪ,kəmvɑːm,nkɔvːɑɪ,əɑmvkmː,ɪvɑnːkɔ,vəmːɑmk,ɔɪkɑnːv,ːəmvɑmk,nɪɑvːkɔ,əvɑmmkː,ɪɑɔnːvk,əːmɑvmk
1928,1928,convulsion,10,9,convolsoon,9,kənvʌlʃən,kɑːnvəlsuːn,ʃnvəlʌənk,əvkɑːlnːsnu,əəlkʃnvʌn,knːlɑːəvnus,nʌkənʃəvl,usɑːnnvəklː,ʌnkənʃləv,ːunənvːksɑl,kəəʌlʃnnv,lənukːnvːsɑ
1929,1929,cook,4,3,coik,3,kʊk,kɔɪk,kʊk,ɪɔkk,kkʊ,kɪɔk,kʊk,ɔkkɪ,kkʊ,kɪɔk,kkʊ,ɔɪkk
1930,1930,cookery,7,6,cookony,6,kʊkɚɹi,kʊkəni,ʊkɚiɹk,kiʊknə,ɹikɚʊk,kiknʊə,kɚikʊɹ,kənkʊi,ɹkɚkiʊ,kʊknəi,kkiɹʊɚ,ikəʊkn
1931,1931,cool,4,3,coog,3,kuːl,kuːɡ,kulː,ukːɡ,ːulk,kɡuː,kluː,kɡːu,luːk,kɡuː,kuːl,uɡːk
1932,1932,coop,4,3,coom,3,kuːp,kuːm,pːuk,ːmku,upːk,kːum,kːpu,mukː,upːk,kmːu,kpːu,kmːu
1933,1933,cooperate,9,8,cootemate,8,koʊɑːpɚɹeɪt,kuːɾɪmeɪt,ɪkɑpɹʊːetoɚ,ɾːɪkumteɪ,kɚtpɹʊoɪːeɑ,kːɪɾmuɪet,ɪeːɑɚʊɹopkt,eɪɪukmɾtː,ɹʊkːptɚeɪoɑ,ɪɾɪemutːk,ɪɚʊpkeːɹtɑo,ɪkɪeɾːtmu
1934,1934,cooperative,11,10,cooneratist,11,koʊɑːpɚɹətɪv,kuːnɚɹətɪst,kɚtvɹɑːoəpɪʊ,nɪtːɚukɹəst,ətkɪːɚvɑɹpoʊ,sɚntuːəɹtɪk,ətɑkɹpɚvoːɪʊ,uɪəɚkɹstːtn,oɚkːɪtəɑvɹpʊ,ɚtkːtusnɪəɹ,ɪɑoːʊpɹkvəɚt,tntːɪəɹkɚus
1935,1935,coordinate,10,9,coordanize,9,koʊɔːɹdᵻnət,koʊɔːɹdənaɪz,nᵻtəkɹɔʊdoː,aːɪɔəozɹkndʊ,ʊdɹoɔknːᵻət,əɹɪdoʊnkɔzaː,ᵻʊtokɔəːnɹd,ːɹʊokɪəadnɔz,tnoɔɹdːəᵻʊk,noɹɔaʊdɪːəkz,dɔoɹᵻnʊtəkː,nɔɪːdzoaɹkʊə
1936,1936,cop,3,3,dop,3,kɑːp,dɑːp,kpɑː,ːdpɑ,kɑpː,ɑdːp,pɑːk,ːdɑp,ɑpkː,ɑpːd,pɑːk,pdːɑ
1937,1937,copartner,9,9,copaltmer,9,kɑːpɑːɹtnɚ,koʊpæltmɚ,kɹnɑɑpːtːɚ,mʊtɚokplæ,ːːɹkɑɚntpɑ,pmotæʊklɚ,tɹpɑːːɑɚkn,mtkʊoælpɚ,pɑnkːɹɚtɑː,klætʊmoɚp,ɹkːɑɚɑpntː,tpoæʊklɚm
1938,1938,cope,4,3,zope,3,koʊp,zoʊp,kopʊ,pʊoz,kopʊ,zopʊ,oʊpk,ʊpoz,ʊpko,ʊozp,pʊok,zʊpo
1939,1939,coping,6,5,coxing,6,koʊpɪŋ,kɑːksɪŋ,ʊoɪkŋp,ɪkɑskŋː,ʊɪŋpok,ɪːskkɑŋ,poɪŋkʊ,sːɑɪŋkk,pʊŋɪok,ɑɪksːŋk,ʊɪkpŋo,ɪŋːɑkks
1940,1940,copper,6,5,cogger,5,kɑːpɚ,kɑːɡɚ,ɑːpkɚ,ɡkɚɑː,ɚːɑpk,kɚɑːɡ,ɚpːɑk,ːkɡɑɚ,ɚːpɑk,ːɚɑkɡ,ːpkɚɑ,ɑːɚkɡ
1941,1941,copy,4,4,coxy,5,kɑːpi,kɑːksi,piːɑk,ikkːsɑ,iːkpɑ,skːiɑk,ipːkɑ,ɑːskik,kːpiɑ,ːɑskki,ːpiɑk,sikɑkː
1942,1942,coral,5,5,cogal,5,kɔːɹəl,kɑːɡəl,əkɹːɔl,ɑkɡləː,ɹɔəːkl,əlkɑːɡ,ləːɹkɔ,ɑːkɡlə,ləɔːkɹ,lɡkəɑː,ːkɹəɔl,kɡɑləː
1943,1943,cordial,7,6,curdian,7,kɔːɹdʒəl,kɜːdiən,ɹkɔʒəlːd,nkəːdɜi,ɔdɹlʒkːə,kəidɜːn,ədkɔɹʒːl,ikːnəɜd,ɔəːɹlkʒd,dːɜnəik,ɔkɹlːdəʒ,ɜkːdəni
1944,1944,cordiality,10,10,cordiaminy,10,kɔːɹdɪælᵻɾi,kɔːɹdɪæmɪni,ɪlᵻːæɔkiɹɾd,ɹɪmkɪːænidɔ,dᵻæɔɾɹkliːɪ,nɹiːɪdmɪækɔ,iælᵻdɾːkɔɪɹ,ɪimæɔɪnɹːkd,ᵻɾɪɹliɔːkdæ,nmɔɪæɪiːkɹd,ːkiæɪdᵻɔlɹɾ,ɔɪɹædkmːinɪ
1945,1945,cordially,9,7,cordiammy,8,kɔːɹdʒəli,kɔːɹdɪæmi,ɔikləʒːɹd,kɹɪdmɔæiː,əʒɹdːikɔl,mɪɹdːiɔkæ,ɔiəːlʒkdɹ,ɹdɪiɔkmːæ,lɔdiʒkɹəː,ɪædikːɔɹm,ʒlːdɹəɔki,dɹɔɪimæːk
1946,1946,core,4,3,coge,3,kɔːɹ,kɑːdʒ,ɔɹkː,ɑdːkʒ,ːkɔɹ,ɑkʒːd,ɔːɹk,ɑkʒːd,ɔːɹk,ɑkːʒd,ɹːkɔ,ːkʒdɑ
1947,1947,cork,4,4,curk,4,kɔːɹk,kɜːk,ːkkɹɔ,kkɜː,kɔkɹː,ːɜkk,kɹɔːk,kːɜk,ːɔkkɹ,ːkkɜ,kɔkːɹ,kɜːk
1948,1948,corkscrew,9,8,cortstrew,8,kɔːɹkskɹuː,kɔːɹtstɹuː,skuɹːɹɔkkː,ɔsːɹtkuːtɹ,sɔkuɹkkːɹː,ɹtkːɔːuɹts,ɹːksuːɹɔkk,ɹkɔsːtːtuɹ,ukɹksːkːɔɹ,ɹusktːɹːtɔ,kɹuɔkːsɹkː,tsɔːɹːukɹt
1949,1949,corn,4,4,carn,4,kɔːɹn,kɑːɹn,ːknɹɔ,ɑɹnːk,nːɹkɔ,ːɑkɹn,kːnɔɹ,ɑːɹkn,ɔkɹːn,ɹknɑː,nɔːɹk,ɑnɹkː
1950,1950,cornea,6,6,cordeo,6,kɔːɹniə,kɔːɹdɪoʊ,niəɔɹkː,ʊːoɪkɔdɹ,iɔnɹːkə,koɔdʊɪɹː,ːəiɔknɹ,ɹʊdkɪɔːo,ːnəɔɹki,kɹʊɪɔdːo,ənɔːikɹ,okɪʊɹːdɔ
1951,1951,corner,6,6,cowder,5,kɔːɹnɚ,kaʊdɚ,ɔːɚɹkn,adʊkɚ,knːɚɹɔ,ʊakɚd,nɔːɹɚk,adkʊɚ,ɔɚɹnkː,dɚʊak,knɔːɚɹ,ʊakdɚ
1952,1952,corny,5,5,coony,4,kɔːɹni,kuːni,ikːnɔɹ,ːiukn,ɔniɹkː,nuːik,iɹnɔːk,nkiuː,niɔɹkː,ːiukn,nɹːikɔ,kːuin
1953,1953,coronary,8,8,coronily,8,kɔːɹənɛɹi,kɔːɹənili,nɹɛikːɔɹə,ːəɹiinɔlk,əːɹɹɔinkɛ,ɹniləːikɔ,nɔɹəɹɛikː,knɔːiɹliə,ɹikəɹɔnɛː,ɔəiinːklɹ,ɔɛkiənɹɹː,kliɔiɹːən
1954,1954,coronation,10,9,coronitive,9,kɔːɹəneɪʃən,kɔːɹɑːnᵻtɪv,ənnɔʃːəɹkɪe,ᵻɑkːnɔɹvtɪː,ɪːɔəəkʃenɹn,kːvɔɪtnᵻɑːɹ,ʃkɔːɹeənɪnə,vːkᵻnːɑɪtɔɹ,ɔəʃnːkeɹɪən,ɑtᵻɹɔɪvːːkn,nʃeəəkːɔɹnɪ,ɹnɔtːkɑːᵻɪv
1955,1955,coroner,7,7,coramer,7,kɔːɹənɚ,kɔːɹeɪmɚ,ɹːkəɔnɚ,ɹɪkeɚːɔm,nkɹɚɔːə,ɪɔɹmeɚkː,ɔɚknɹəː,ːɪkmɔeɚɹ,əɚːnkɹɔ,emkɪɹɔːɚ,ɔːkɹɚən,ːɪɹmekɔɚ
1956,1956,corporal,8,8,corpumal,8,kɔːɹpɹəl,kɔːɹpjuːməl,ɔɹlɹːəpk,lpːɹuəːmjkɔ,əlkɹːɔɹp,əːmɔkulɹjːp,kɹlɹːɔpə,lpujmːːɹəɔk,lpkəːɹɹɔ,uːjːɹɔmpkəl,lɹɔkɹəpː,mkjlɔːupːɹə
1957,1957,corporate,9,8,corpurake,8,kɔːɹpɚɹət,kɔːɹpjʊɹɹeɪk,tːɹɚkɹəɔp,ːɹɹjʊkepɔɹkɪ,ɔːɹɚpəkɹt,kɹɔeʊpkɹɪɹːj,pəɔɹtɹɚːk,kɹpʊjeɔɪɹɹːk,ɹəːɔɚɹkpt,ɪkkɹpʊɹeɹɔjː,kɹɔɹtəːpɚ,ɹɹːɔkjɹpeʊɪk
