,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
2010,cousin,6,5,coulin,5,,kʌzən,kuːlɪn
2011,cover,5,5,coher,5,,kʌvɚ,koʊhɚ
2012,coverall,8,7,covorail,7,,kʌvɚɹɔːl,kɑːvɔːɹeɪl
2013,cow,3,2,coiz,3,,kaʊ,kɔɪz
2014,coward,6,5,corand,6,,kaʊɚd,kɔːɹænd
2015,cowboy,6,4,conbuy,5,,kaʊbɔɪ,kənbaɪ
2016,cowhide,7,5,comhade,6,,kaʊhaɪd,kəmheɪd
2017,coyote,6,5,coyeta,5,,kaɪoʊɾi,kɔɪɛɾə
2018,cozy,4,4,cazo,4,,koʊzi,kɑːzoʊ
2019,crab,4,4,crub,4,,kɹæb,kɹʌb
2020,crabby,6,5,cratty,5,,kɹæbi,kɹæɾi
2021,crack,5,4,crans,5,,kɹæk,kɹænz
2022,cracker,7,6,cricken,6,,kɹækɚ,kɹɪkən
2023,crackle,7,6,cricklo,6,,kɹækəl,kɹɪkloʊ
2024,crackpot,8,7,crickpit,7,,kɹækpɑːt,kɹɪkpɪt
2025,cradle,6,5,cruple,6,,kɹeɪdəl,kɹuːpəl
2026,craft,5,5,claft,5,,kɹæft,klæft
2027,craftsman,9,9,cracksmen,8,,kɹæftsmən,kɹæksmɛn
2028,crafty,6,6,crofty,6,,kɹæfti,kɹɔfti
2029,cram,4,4,crom,4,,kɹæm,kɹɑːm
2030,cramp,5,5,croomp,5,,kɹæmp,kɹuːmp
2031,cranberry,9,8,cranbezzy,8,,kɹænbɛɹi,kɹænbɛzi
2032,crane,5,4,clale,4,,kɹeɪn,kleɪl
2033,cranium,7,7,crasiup,7,,kɹæniəm,kɹæsɪʌp
2034,crank,5,5,crare,4,,kɹæŋk,kɹɛɹ
2035,cranky,6,6,crangy,6,,kɹæŋki,kɹæŋi
2036,crash,5,4,crale,4,,kɹæʃ,kɹeɪl
2037,crate,5,4,clate,4,,kɹeɪt,kleɪt
2038,crater,6,6,crotar,6,,kɹeɪɾɚ,kɹoʊɾɚ
2039,crave,5,4,crant,5,,kɹeɪv,kɹænt
2040,craving,7,6,crivind,7,,kɹeɪvɪŋ,kɹɪvɪnd
2041,crawfish,8,6,cravnish,7,,kɹɔːfɪʃ,kɹævnɪʃ
2042,crawl,5,4,crage,4,,kɹɔːl,kɹeɪdʒ
2043,crayon,6,5,cragen,6,,kɹeɪɑːn,kɹeɪdʒən
2044,craze,5,4,crawn,4,,kɹeɪz,kɹɔːn
2045,crazy,5,5,cruzo,5,,kɹeɪzi,kɹuːzoʊ
2046,creak,5,4,creal,5,,kɹiːk,kɹiːəl
2047,cream,5,4,croom,4,,kɹiːm,kɹuːm
2048,creamery,8,7,creameny,7,,kɹiːmɚɹi,kɹiːmɛni
2049,crease,6,4,croust,5,,kɹiːs,kɹaʊst
2050,create,6,5,cleade,5,,kɹiːeɪt,kliːd
2051,creation,8,7,creotoon,7,,kɹiːeɪʃən,kɹɪətuːn
2052,creator,7,7,creomor,7,,kɹiːeɪɾɚ,kɹɪɑːmɚ
2053,creature,8,6,cleatare,7,,kɹiːtʃɚ,kliːɾɛɹ
2054,credential,10,9,credintive,9,,kɹᵻdɛnʃəl,kɹɛdɪntɪv
2055,credibility,11,11,credibalory,11,,kɹɛdɪbɪlᵻɾi,kɹɛdɪbælɚɹi
2056,credible,8,8,credople,8,,kɹɛdɪbəl,kɹɛdɑːpəl
2057,credit,6,6,crudin,6,,kɹɛdɪt,kɹuːdɪn
2058,creditor,8,8,credomor,8,,kɹɛdɪɾɚ,kɹɛdɑːmɚ
2059,creed,5,4,creer,4,,kɹiːd,kɹɪɹ
2060,creep,5,4,croop,4,,kɹiːp,kɹuːp
2061,creepy,6,5,croopy,5,,kɹiːpi,kɹuːpi
2062,cremation,9,8,cremotive,8,,kɹᵻmeɪʃən,kɹɛmoʊtɪv
2063,crematory,9,9,cremitagy,9,,kɹᵻmætɔːɹi,kɹɛmɪtædʒi
2064,crept,5,5,crelf,5,,kɹɛpt,kɹɛlf
2065,crescent,8,7,criscint,7,,kɹɛsənt,kɹɪsɪnt
2066,crest,5,5,crist,5,,kɹɛst,kɹɪst
2067,crevice,7,6,cravide,6,,kɹɛvɪs,kɹævaɪd
2068,crew,4,3,croig,4,,kɹuː,kɹɔɪɡ
2069,crib,4,4,clib,4,,kɹɪb,klɪb
2070,cricket,7,6,crucked,6,,kɹɪkɪt,kɹʌkt
2071,crier,5,5,cloer,5,,kɹaɪɚ,kloʊɚ
2072,crime,5,4,cripe,4,,kɹaɪm,kɹaɪp
2073,criminal,8,8,crimoral,8,,kɹɪmɪnəl,kɹɪmɚɹəl
2074,criminality,11,11,criminiloty,11,,kɹɪmɪnælᵻɾi,kɹɪmɪnɪlɑːɾi
2075,criminally,10,9,criminarty,10,,kɹɪmɪnəli,kɹɪmɪnɑːɹɾi
2076,criminology,11,11,criminalopy,11,,kɹɪmɪnɑːlədʒi,kɹɪmɪnæləpi
2077,crimson,7,7,crumsin,7,,kɹɪmsən,kɹʌmzɪn
2078,cringe,6,5,crithe,4,,kɹɪndʒ,kɹaɪð
2079,cripple,7,6,criddle,6,,kɹɪpəl,kɹɪdəl
2080,crisis,6,6,crusus,6,,kɹaɪsɪs,kɹuːsəs
2081,crisp,5,5,croosp,5,,kɹɪsp,kɹuːsp
2082,crisscross,10,8,crusscriss,8,,kɹɪskɹɔs,kɹʌskɹɪs
2083,critic,6,6,crutin,6,,kɹɪɾɪk,kɹuːtɪn
2084,critical,8,8,critopal,8,,kɹɪɾɪkəl,kɹɪɾɑːpəl
2085,criticism,9,10,critiraze,8,,kɹɪɾɪsɪzəm,kɹɪɾɚɹeɪz
2086,critter,7,6,criffer,6,,kɹɪɾɚ,kɹɪfɚ
2087,croak,5,4,croaf,4,,kɹoʊk,kɹoʊf
2088,crochet,7,5,cruchit,6,,kɹoʊʃeɪ,kɹʌtʃɪt
2089,crock,5,4,crods,5,,kɹɑːk,kɹɑːdz
2090,crocodile,9,8,crocudale,8,,kɹɑːkədaɪl,kɹoʊkjuːdeɪl
2091,crook,5,4,croob,4,,kɹʊk,kɹuːb
2092,crooked,7,6,crouked,5,,kɹʊkɪd,kɹaʊkt
2093,crop,4,4,crod,4,,kɹɑːp,kɹɑːd
2094,croquette,9,6,cruquipes,8,,kɹəkɛt,kɹuːkwaɪps
2095,cross,5,4,creers,5,,kɹɔs,kɹɪɹz
2096,crossbow,8,6,crissboy,6,,kɹɔsboʊ,kɹɪsbɔɪ
2097,crossroad,9,7,crissroud,7,,kɹɔsɹoʊd,kɹɪsɹaʊd
2098,crotch,6,4,crongs,5,,kɹɑːtʃ,kɹɔŋz
2099,crotchet,8,6,critchen,6,,kɹɑːtʃɪt,kɹɪtʃən
2100,crouch,6,4,clouch,4,,kɹaʊtʃ,klaʊtʃ
2101,crow,4,3,croy,3,,kɹoʊ,kɹɔɪ
2102,crowbar,7,6,crewbur,6,,kɹoʊbɑːɹ,kɹuːbɜː
2103,crowd,5,4,crorb,5,,kɹaʊd,kɹɔːɹb
2104,crowded,7,6,crauben,6,,kɹaʊdᵻd,kɹɔːbən
2105,crown,5,4,croil,4,,kɹaʊn,kɹɔɪl
2106,crucial,7,6,cramial,7,,kɹuːʃəl,kɹæmɪəl
2107,crucible,8,8,cruriple,8,,kɹuːsᵻbəl,kɹʊɹɹɪpəl
2108,crucifix,8,9,crurifux,9,,kɹuːsɪfɪks,kɹʊɹɹɪfʌks
2109,crucifixion,11,11,crumifilize,10,,kɹuːsɪfɪkʃən,kɹuːmɪfɪlaɪz
2110,crucify,7,7,cruripy,7,,kɹuːsᵻfaɪ,kɹʊɹɹɪpi
2111,crude,5,4,crupe,4,,kɹuːd,kɹuːp
2112,cruel,5,5,cluet,5,,kɹuːəl,kluːt
2113,cruise,6,4,croise,4,,kɹuːz,kɹɔɪs
2114,cruiser,7,6,craisen,6,,kɹuːzɚ,kɹeɪzən
2115,crumb,5,4,cruct,5,,kɹʌm,kɹʌkt
2116,crumble,7,7,crambly,7,,kɹʌmbəl,kɹæmbli
2117,crumple,7,7,cramply,7,,kɹʌmpəl,kɹæmpli
2118,crunch,6,5,crudge,4,,kɹʌntʃ,kɹʌdʒ
2119,crusade,7,6,cresave,6,,kɹuːseɪd,kɹɛseɪv
2120,crush,5,4,crish,4,,kɹʌʃ,kɹɪʃ
2121,crust,5,5,clust,5,,kɹʌst,klʌst
2122,cry,3,3,croodge,4,,kɹaɪ,kɹuːdʒ
2123,crystal,7,6,crustar,7,,kɹɪstəl,kɹʌstɑːɹ
2124,crystallization,15,13,crystallazotive,13,,kɹɪstɐlᵻzeɪʃən,kɹɪstɐlæzətɪv
2125,cub,3,3,cug,3,,kʌb,kʌɡ
2126,cube,4,4,culk,4,,kjuːb,kʌlk
2127,cubic,5,6,camic,5,,kjuːbɪk,kæmɪk
2128,cubicle,7,8,curiple,8,,kjuːbɪkəl,kjʊɹɹɪpəl
2129,cuckoo,6,4,caukoe,4,,kʊkuː,kɔːkoʊ
2130,cucumber,8,9,culumper,9,,kjuːkʌmbɚ,kjʊlʌmpɚ
2131,cuddle,6,4,cuzzle,5,,kʌdəl,kʌzəl
2132,cue,3,3,cuv,4,,kjuː,kʌv
2133,cuff,4,3,cux,4,,kʌf,kʌks
2134,cuisine,7,6,caibine,5,,kwᵻziːn,keɪbaɪn
2135,culprit,7,7,calprot,7,,kʌlpɹɪt,kælpɹɑːt
2136,cult,4,4,curn,4,,kʌlt,kɜːn
2137,cultivate,9,8,culpimate,8,,kʌltᵻveɪt,kʌlpᵻmeɪt
2138,cultivation,11,10,cultudative,10,,kʌltɪveɪʃən,kʌltuːdətɪv
2139,cultivator,10,10,cultavinor,10,,kʌltᵻveɪɾɚ,kʌltɐvɪnɚ
2140,culture,7,6,caltore,6,,kʌltʃɚ,kɔltɚ
2141,cumulative,10,11,cumalotize,10,,kjuːmjʊlətɪv,kjuːmɐlɑːɾaɪz
2142,cunning,7,5,cudding,5,,kʌnɪŋ,kʌdɪŋ
2143,cunt,4,4,coont,4,,kʌnt,kuːnt
2144,cup,3,3,caip,3,,kʌp,keɪp
2145,cupboard,8,6,cutbeard,7,,kʌbəd,kʌtbɪɹd
2146,cupcake,7,6,cubcase,6,,kʌpkeɪk,kʌbkeɪs
2147,Cupid,5,6,capin,5,,kjuːpɪd,kæpɪn
2148,curb,4,4,cuzz,3,,kɜːb,kʌz
2149,curd,4,4,curch,4,,kɜːd,kɜːtʃ
2150,cure,4,4,cung,3,,kjʊɹ,kʌŋ
2151,curfew,6,6,corfet,6,,kɜːfjuː,kɔːɹfɪt
2152,curiosity,9,10,curioriby,10,,kjʊɹɹɪɔsᵻɾi,kjʊɹɹɪɹɪbi
2153,curious,7,7,cudioes,7,,kjʊɹɹiəs,kjuːdɪoʊz
2154,curiously,9,9,cumiousry,9,,kjʊɹɹiəsli,kjuːmiəsɹi
2155,curl,4,4,zurl,4,,kɜːl,zɜːl
2156,currant,7,6,cullant,6,,kɜːɹənt,kʌlənt
2157,currency,8,7,curringy,7,,kɜːɹənsi,kɜːɹɪŋi
2158,curriculum,10,10,currilumum,9,,kɜːɹɪkjʊləm,kɜːɹɪluːməm
2159,curry,5,4,cuffy,4,,kɜːɹi,kʌfi
2160,curse,5,4,curge,4,,kɜːs,kɜːdʒ
2161,cursive,7,6,corsave,6,,kɜːsɪv,kɔːɹseɪv
2162,curtail,7,6,cortain,6,,kɜːteɪl,kɔːɹteɪn
2163,curtain,7,5,cortail,6,,kɜːtən,kɔːɹɾeɪl
2164,curtains,8,6,cortails,7,,kɜːtənz,kɔːɹɾeɪlz
2165,curtsy,6,6,cortso,6,,kɜːtsi,kɔːɹtsoʊ
2166,curvature,9,8,curlapure,9,,kɜːvətʃɚ,kɜːlɐpjʊɹ
2167,curve,5,4,curgs,5,,kɜːv,kɜːɡz
2168,cushion,7,5,custine,6,,kʊʃən,kʌstiːn
2169,custard,7,7,caslard,7,,kʌstɚd,kæslɑːɹd
2170,custodian,9,9,cusporian,9,,kʌstoʊdiən,kʌspɔːɹiən
2171,custody,7,7,cusbomy,7,,kʌstədi,kʌsbəmi
2172,custom,6,6,castim,6,,kʌstəm,kæstɪm
2173,customarily,11,11,customorimy,11,,kʌstəmɛɹᵻli,kʌstəmɔːɹɪmi
2174,customary,9,9,custinaty,9,,kʌstəmɛɹi,kʌstɪnəɾi
2175,customer,8,8,cusbomer,8,,kʌstəmɚ,kʌsbəmɚ
2176,cut,3,3,cudge,3,,kʌt,kʌdʒ
2177,cutback,7,6,catbark,7,,kʌtbæk,kætbɑːɹk
2178,cute,4,4,cuke,4,,kjuːt,kjuːk
2179,cuticle,7,8,cupimle,8,,kjuːɾɪkəl,kjuːpɪməl
2180,cutlery,7,7,cutpery,7,,kʌtlɚɹi,kʌtpɚɹi
2181,cutlet,6,6,catlen,6,,kʌtlɪt,kætlən
2182,cutter,6,5,catten,5,,kʌɾɚ,kæʔn̩
2183,cutthroat,9,7,catthrove,7,,kʌtθɹoʊt,kætθɹoʊv
2184,cutting,7,5,cugging,5,,kʌɾɪŋ,kʌɡɪŋ
2185,cyanide,7,6,cyonade,6,,saɪɐnaɪd,saɪəneɪd
2186,cycle,5,5,caclo,5,,saɪkəl,kækloʊ
2187,cyclist,7,7,caclust,7,,saɪklɪst,kæklʌst
2188,cyclone,7,6,cacline,6,,saɪkloʊn,kæklaɪn
2189,cyclops,7,7,cyclips,7,,saɪkləps,saɪklɪps
2190,cylinder,8,8,cylonper,8,,sɪlɪndɚ,saɪlɑːnpɚ
2191,cylindrical,11,11,cylardintal,11,,sɪlɪndɹɪkəl,saɪlɑːɹdɪntəl
2192,dab,3,3,dob,3,,dæb,dɑːb
2193,dad,3,3,dar,3,,dæd,dɑːɹ
2194,daddy,5,4,daggy,4,,dædi,dæɡi
2195,dagger,6,5,dammer,5,,dæɡɚ,dæmɚ
2196,daily,5,4,dafle,5,,deɪli,dæfəl
2197,dainty,6,5,dointy,5,,deɪnti,dɔɪnti
2198,dairy,5,4,daify,4,,dɛɹi,deɪfaɪ
2199,daisy,5,4,dansy,5,,deɪzi,dænzi
2200,dalmatian,9,8,dalgative,8,,dælmeɪʃən,dælɡətɪv
2201,dam,3,3,dewth,4,,dæm,duːθ
2202,damage,6,5,danade,5,,dæmɪdʒ,dæneɪd
2203,dame,4,3,dape,3,,deɪm,deɪp
2204,damnation,9,8,damnotoon,8,,dæmneɪʃən,dæmnətuːn
2205,damned,6,4,darbed,5,,dæmd,dɑːɹbd
2206,damp,4,4,dimp,4,,dæmp,dɪmp
2207,dampen,6,6,dambin,6,,dæmpən,dæmbɪn
2208,damsel,6,6,danpel,6,,dæmsəl,dænpɛl
2209,dance,5,4,donce,4,,dæns,dɑːns
2210,dandelion,9,8,danpemion,9,,dændᵻlaɪən,dænpɛmiən
2211,dandruff,8,7,damdrift,8,,dændɹʌf,dæmdɹɪft
2212,dandy,5,5,damty,5,,dændi,dæmti
2213,danger,6,6,dingel,6,,deɪndʒɚ,dɪndʒəl
2214,dangerous,9,8,danberous,8,,deɪndʒɚɹəs,dænbɚɹəs
2215,dangle,6,6,dinble,6,,dæŋɡəl,dɪnbəl
2216,Danish,6,5,Dinist,6,,deɪnɪʃ,dɪnɪst
2217,dapper,6,5,daffer,5,,dæpɚ,dæfɚ
2218,dare,4,3,dags,4,,dɛɹ,dæɡz
2219,daring,6,5,daging,5,,dɛɹɪŋ,deɪdʒɪŋ
2220,dark,4,4,dage,3,,dɑːɹk,deɪdʒ
2221,darken,6,6,dirken,6,,dɑːɹkən,dɜːkən
2222,darkroom,8,7,dartroam,7,,dɑːɹkɹuːm,dɑːɹtɹoʊm
2223,darling,7,6,dirting,6,,dɑːɹlɪŋ,dɜːɾɪŋ
2224,darn,4,4,durn,4,,dɑːɹn,dɜːn
2225,dart,4,4,dort,4,,dɑːɹt,dɔːɹt
2226,dash,4,3,dush,3,,dæʃ,dʌʃ
2227,data,4,4,ditu,4,,deɪɾə,dɪɾuː
2228,date,4,3,dake,3,,deɪt,deɪk
2229,dated,5,5,duted,6,,deɪɾᵻd,duːɾᵻd
2230,dateline,8,6,darelime,6,,deɪtlaɪn,dɛɹlaɪm
2231,daughter,8,5,doughten,5,,dɔːɾɚ,daʊʔn̩
2232,dawn,4,3,zoin,3,,dɔːn,zɔɪn
2233,day,3,2,doith,3,,deɪ,dɔɪθ
2234,daybreak,8,6,doybleak,6,,deɪbɹeɪk,dɔɪbliːk
2235,daytime,7,5,doytame,5,,deɪtaɪm,dɔɪɾeɪm
2236,daze,4,3,dard,4,,deɪz,dɑːɹd
2237,dazzle,6,5,darrle,5,,dæzəl,dæəl
2238,deacon,6,5,deocom,5,,diːkən,diːɑːkɑːm
2239,deactivate,10,9,deartovale,9,,diːæktᵻveɪt,dɪɹɾuːveɪl
2240,dead,4,3,deod,4,,dɛd,diːɑːd
2241,deadline,8,6,dearlone,6,,dɛdlaɪn,dɪɹloʊn
2242,deadlock,8,6,dearlack,6,,dɛdlɑːk,dɪɹlæk
2243,deadweight,10,6,dearwearts,8,,dɛdweɪt,dɪɹwɛɹts
2244,deaf,4,3,doof,3,,dɛf,duːf
2245,deal,4,3,dien,4,,diːl,diːn
2246,dealer,6,5,dooler,5,,diːlɚ,duːlɚ
2247,dealing,7,5,dooling,5,,diːlɪŋ,duːlɪŋ
2248,dealt,5,4,doilt,4,,dɛlt,dɔɪlt
2249,dean,4,3,doon,3,,diːn,duːn
2250,dear,4,3,diare,4,,dɪɹ,daɪɚɹə
2251,death,5,3,dooth,3,,dɛθ,duːθ
2252,debit,5,5,dibet,5,,dɛbɪt,dɪbɪt
2253,debris,6,5,dibrus,6,,dəbɹiː,dɪbɹəs
2254,debt,4,3,derg,4,,dɛt,dɜːɡ
2255,debut,5,5,dibit,5,,deɪbjuː,dɪbɪt
2256,decade,6,5,dicase,5,,dɛkeɪd,dɪkeɪs
2257,decal,5,5,dican,5,,dᵻkæl,dɪkən
2258,decapitate,10,9,decaritess,9,,dᵻkæpᵻteɪt,dᵻkæɹaɪtɛs
2259,decathlon,9,8,debathlen,8,,dᵻkæθlən,dᵻbæθlən
2260,decay,5,4,dicam,5,,dᵻkeɪ,dɪkæm
2261,deceit,6,5,dysuit,5,,dᵻsiːt,daɪsuːt
2262,deceive,7,5,direive,5,,dᵻsiːv,daɪɚɹɪv
2263,decelerate,10,9,demilerase,9,,dᵻsɛlɚɹeɪt,dɛmaɪlɚɹeɪz
2264,December,8,8,Decumper,8,,dᵻsɛmbɚ,dᵻkʌmpɚ
2265,decency,7,7,debenry,7,,diːsənsi,dɛbɛnɹi
2266,decent,6,6,dicert,6,,diːsənt,daɪsɜːt
2267,deception,9,8,deleptive,8,,dᵻsɛpʃən,dᵻlɛptɪv
2268,decibel,7,7,decopal,7,,dɛsᵻbəl,dᵻkɑːpəl
2269,decide,6,5,dicade,5,,dᵻsaɪd,dɪkeɪd
2270,decimal,7,7,decoral,7,,dɛsɪməl,dɛkɚɹəl
2271,decipher,8,7,decother,7,,dᵻsaɪfɚ,dᵻkʌðɚ
2272,decision,8,7,decosive,7,,dᵻsɪʒən,dᵻkoʊsɪv
2273,deck,4,3,daip,3,,dɛk,deɪp
2274,declaration,11,10,declucative,10,,dɛklɚɹeɪʃən,dᵻkluːkətɪv
2275,declarative,11,10,declasatiod,11,,dᵻklæɹətɪv,dᵻklæsɐɾɪɑːd
2276,declare,7,6,diclade,6,,dᵻklɛɹ,dɪkleɪd
2277,declassify,10,9,declartimy,10,,dᵻklæsᵻfaɪ,dᵻklɑːɹɾɪmi
2278,declination,11,10,decrimative,10,,dᵻklᵻneɪʃən,dᵻkɹɪmətɪv
2279,decline,7,6,diclone,6,,dᵻklaɪn,dɪkloʊn
2280,decode,6,5,dicore,5,,dᵻkoʊd,dɪkɔːɹ
2281,decompose,9,8,decampore,8,,diːkəmpoʊz,dᵻkæmpɔːɹ
2282,decomposition,13,12,decompasotive,12,,diːkɑːmpəzɪʃən,diːkəmpæsətɪv
2283,decompress,10,9,decamprest,10,,diːkəmpɹɛs,dᵻkæmpɹɛst
2284,decontaminate,13,12,decontimanase,12,,diːkəntæmᵻneɪt,diːkəntɪmɐneɪs
2285,decorate,8,7,decurale,8,,dɛkɚɹeɪt,dᵻkjʊɹɹeɪl
2286,decoration,10,9,decunative,10,,dɛkɚɹeɪʃən,dᵻkʌnətɪv
2287,decorative,10,9,deconatize,9,,dɛkɹətɪv,diːkənæɾaɪz
2288,decorator,9,9,decuritar,9,,dɛkɔːɹeɪɾɚ,dᵻkjʊɹɹɪɾɚ
2289,decoy,5,4,dicos,5,,diːkɔɪ,diːkoʊz
2290,decrease,8,6,dicrouse,6,,diːkɹiːs,dɪkɹaʊs
2291,decrepit,8,8,deprepit,8,,dᵻkɹɛpɪt,dᵻpɹɛpɪt
2292,dedicate,8,7,dedomate,7,,dɛdᵻkeɪt,dɛdəmeɪt
2293,dedication,10,9,dedicotive,9,,dɛdɪkeɪʃən,dɛdɪkɑːɾɪv
2294,deduce,6,6,didace,5,,dᵻduːs,dɪdeɪs
2295,deed,4,3,dieg,4,,diːd,diːɡ
2296,deem,4,3,deum,4,,diːm,diːəm
2297,deep,4,3,diep,4,,diːp,diːp
2298,deface,6,5,difare,5,,dᵻfeɪs,dɪfɛɹ
2299,default,7,6,difowls,6,,dᵻfɔlt,dɪfaʊlz
2300,defeat,6,5,difeak,5,,dᵻfiːt,daɪfæk
2301,defect,6,6,diforn,6,,diːfɛkt,dɪfɔːɹn
2302,defective,9,8,derectave,8,,dᵻfɛktɪv,dɛɹɪkteɪv
2303,defend,6,6,difind,6,,dᵻfɛnd,dɪfaɪnd
2304,defense,7,6,difaits,6,,dᵻfɛns,dɪfeɪts
2305,deference,9,8,defemance,8,,dɛfɹəns,dᵻfɛməns
2306,deferential,11,10,deferalteer,10,,dɛfɚɹɛnʃəl,dᵻfɜːɹɐltɪɹ
2307,defiance,8,7,derianes,7,,dᵻfaɪəns,dɪɹieɪnz
2308,deficit,7,7,defopit,7,,dɛfɪsɪt,dᵻfɑːpɪt
2309,define,6,5,difane,5,,dᵻfaɪn,dɪfeɪn
2310,definite,8,7,defomite,7,,dɛfɪnət,dᵻfɑːmaɪt
2311,definition,10,9,defolarive,9,,dɛfɪnɪʃən,dᵻfoʊlɑːɹɹɪv
2312,definitive,10,9,defalitore,9,,dᵻfɪnɪtɪv,dᵻfælɪɾɚ
2313,deflate,7,6,difrate,6,,diːfleɪt,dɪfɹeɪt
2314,deform,6,6,difirm,6,,dᵻfɔːɹm,dɪfɜːm
2315,deformation,11,10,definmutive,11,,dᵻfɔːɹmeɪʃən,dᵻfɪnmjuːtɪv
2316,deformity,9,9,denormicy,9,,dᵻfɔːɹmᵻɾi,dᵻnɔːɹmɪsi
2317,defunct,7,7,difinct,7,,dᵻfʌŋkt,dɪfɪŋkt
2318,degradation,11,10,degrulative,10,,dᵻɡɹɐdeɪʃən,dᵻɡɹuːlətɪv
2319,degrade,7,6,digrale,6,,dᵻɡɹeɪd,dɪɡɹeɪl
2320,degree,6,5,digrey,5,,dᵻɡɹiː,dɪɡɹi
2321,dehumanize,10,10,detuminaze,10,,diːhjuːmənaɪz,dɪtuːmɪneɪz
2322,dehydrate,9,8,dehudrake,8,,diːhaɪdɹeɪt,diːhʌdɹeɪk
2323,dehydration,11,10,demydartive,10,,diːhaɪdɹeɪʃən,diːmaɪdɑːɹɾɪv
2324,dejected,8,8,demected,8,,dᵻdʒɛktᵻd,dɛmɛktᵻd
2325,delay,5,4,diloy,4,,dᵻleɪ,daɪlɔɪ
2326,delectable,10,10,delirtobly,9,,dᵻlɛktəbəl,dᵻlɜːɾɑːbli
2327,delegate,8,7,delomate,7,,dɛlɪɡeɪt,dᵻlɑːmeɪt
2328,delegation,10,9,delagitive,9,,dɛlɪɡeɪʃən,dᵻlædʒᵻtɪv
2329,delete,6,5,dilepe,5,,dᵻliːt,daɪlp
2330,deliberate,10,9,deliserade,9,,dᵻlɪbɚɹət,dᵻlɪsɚɹeɪd
2331,delicacy,8,8,delitany,8,,dɛlɪkəsi,dᵻlɪtəni
2332,delicious,9,7,deripious,8,,dᵻlɪʃəs,dᵻɹɪpiəs
2333,delight,7,5,dimight,5,,dᵻlaɪt,dɪmaɪt
2334,delinquency,11,11,delincharty,10,,dᵻlɪŋkwənsi,dᵻlɪntʃɑːɹɾi
2335,deliver,7,7,delavor,7,,dᵻlɪvɚ,dᵻlævɚ
2336,dell,4,3,dedge,3,,dɛl,dɛdʒ
2337,delta,5,5,derto,5,,dɛltə,dɜːɾoʊ
2338,delusion,8,7,delosive,7,,dᵻluːʒən,dᵻloʊsɪv
2339,deluxe,6,6,derump,6,,dᵻlʌks,dɛɹʌmp
2340,demagnetize,11,10,dematnorive,10,,dᵻmæɡnɪtaɪz,dᵻmætnɔːɹɪv
2341,demand,6,6,dimend,6,,dᵻmænd,daɪmənd
2342,demented,8,8,delenter,8,,dᵻmɛntᵻd,dᵻlɛntɚ
2343,demobilize,10,9,demaborize,9,,dᵻmoʊbɪlaɪz,dᵻmæbɚɹaɪz
2344,democracy,9,9,demolrity,9,,dᵻmɑːkɹəsi,dɛmɑːlɹᵻɾi
2345,democrat,8,8,demucrit,8,,dɛməkɹæt,dɛməkɹɪt
2346,democratic,10,10,democranid,10,,dɛməkɹæɾɪk,dɛməkɹænɪd
2347,demolish,8,7,defolise,7,,dᵻmɑːlɪʃ,dᵻfɑːlaɪz
2348,demolition,10,9,demolative,9,,dɛməlɪʃən,dɛmələtɪv
2349,demonstrate,11,10,deminstrale,10,,dɛmənstɹeɪt,dɛmɪnstɹeɪl
2350,demonstration,13,12,demorschative,10,,dɛmənstɹeɪʃən,dᵻmɔːɹʃətɪv
2351,demonstrative,13,12,demilstratoid,12,,dəmɑːnstɹətɪv,dɛmɪlstɹæɾɔɪd
2352,demonstrator,12,12,demotstranor,12,,dɛmənstɹeɪɾɚ,dᵻmɑːtstɹænɚ
2353,demoralize,10,9,demiratist,10,,dᵻmɔːɹəlaɪz,dɛmɚɹətɪst
2354,den,3,3,doin,3,,dɛn,duːɪn
2355,denial,6,6,deriat,6,,dᵻnaɪəl,dɪɹiæt
2356,denim,5,5,dinum,5,,dɛnɪm,dɪnəm
2357,denote,6,5,dinoke,5,,dᵻnoʊt,dɪnoʊk
2358,denounce,8,6,dinance,6,,dᵻnaʊns,dɪnəns
2359,dense,5,4,delch,4,,dɛns,dɛltʃ
2360,density,7,7,densory,7,,dɛnsᵻɾi,dɛnsɚɹi
2361,dent,4,4,dech,3,,dɛnt,dɛtʃ
2362,dental,6,5,dinmal,6,,dɛntəl,dɪnməl
2363,dentist,7,7,dintust,7,,dɛntɪst,dɪntʌst
2364,denture,7,6,dintore,6,,dɛntʃɚ,dɪntɚ
2365,deny,4,4,dano,4,,dᵻnaɪ,dɑːnoʊ
2366,deodorant,9,9,deodomaze,8,,diːoʊdɚɹənt,diːɑːdəmeɪz
2367,depart,6,6,diperm,6,,dᵻpɑːɹt,daɪpɜːm
2368,departed,8,8,demarted,8,,dᵻpɑːɹɾᵻd,dᵻmɑːɹɾᵻd
2369,departmental,12,11,depracmindal,12,,dᵻpɑːɹtmɛntəl,dᵻpɹækmaɪndəl
2370,departure,9,8,demarpure,8,,dᵻpɑːɹtʃɚ,dᵻmɑːɹpjʊɹ
2371,depend,6,6,dipund,6,,dᵻpɛnd,dɪpʌnd
2372,deplete,7,6,diplate,6,,dᵻpliːt,dɪpleɪt
2373,deport,6,6,dipork,6,,dᵻpɔːɹt,dɪpɔːɹk
2374,deportment,10,10,demortpent,10,,dᵻpɔːɹtmənt,dᵻmɔːɹtpənt
